            NAME     EPICS ID   PTHREAD ID   OSIPRI  OSSPRI  STATE
          _main_    0x81401a0            0      0       0       OK
          errlog    0x8143320   3071507344     10       0       OK
       Dev1_ctrl    0x8149078   3071368080     10       0       OK
       Dev2_ctrl    0x81917f0   3071232912     10       0       OK
       Dev3_ctrl    0x819c7a0   3071097744     10       0       OK
       Dev4_ctrl    0x81a3748   3070962576     10       0       OK
 Dev5_input_ctrl    0x81a5b40   3070827408     10       0       OK
Dev5_output_ctrl    0x81a6f08   3070692240     10       0       OK
          taskwd    0x81bc678   3070557072     10       0       OK
      timerQueue    0x8271670   3070421904     70       0       OK
           cbLow    0x81bc4d0   3070155664     59       0       OK
        cbMedium    0x81b9408   3069627280     64       0       OK
          cbHigh    0x81a7ca0   3069098896     71       0       OK
        dbCaLink    0x827ae58   3068570512     50       0       OK
        scanOnce    0x8e17040   2976881552     70       0       OK
          scan10    0x8e18db8   2976353168     60       0       OK
           scan5    0x8e18f20   2975824784     61       0       OK
           scan2    0x8e19088   2975296400     62       0       OK
           scan1    0x8e191f0   2974768016     63       0       OK
         scan0.5    0x8e19358   2974239632     64       0       OK
         scan0.2    0x8e194c0   2973711248     65       0       OK
         scan0.1    0x8e19628   2973182864     66       0       OK
  ipToAsciiProxy    0x8e1c8e0   3028544400     10       0       OK
      timerQueue    0x8e1ca00   2972654480     51       0       OK
         CAC-UDP    0x8e3a8b0   2972294032     52       0       OK
       CAC-event    0x8e6a3a0   2972027792     51       0       OK
         CAS-TCP    0x8ea0c58   2970360720     18       0       OK
      CAS-beacon    0x8ea0de0   2970094480     17       0       OK
         CAS-UDP    0x8ea0f78   2969959312     16       0       OK
    save_restore    0x8eb1d00   2969693072     20       0       OK
      timerQueue    0x8eba680   2969164688     21       0       OK
          seqAux    0x8ed0248   2968898448     51       0       OK
         CAC-UDP    0x8ee0cd0   2968632208     22       0       OK
      sncTmsMain    0x8ee0e28   2968365968     50       0       OK
       CAC-event    0x8ef2600   2967837584     51       0       OK
      sncTmsMain    0x8f17458   2967571344     50       0       OK
      sncTmsMain    0x8f22d40   2967042960     50       0       OK
 sncTmsIntLevel2    0x8f242a0   2966514576     50       0       OK
      timerQueue    0x8f24d08   2965986192     51       0       OK
 sncTmsIntLevel3    0x8f25f28   2965719952     50       0       OK
         CAC-UDP    0x8f36760   2965191568     52       0       OK
 sncTmsIntLevel4    0x8f37db8   2964925328     50       0       OK
   sncTmsDhsZero    0x8f633e0   2964396944     50       0       OK
sncTmsStrainZero    0x8f7b088   2963868560     50       0       OK
  sncTmsWatchdog    0x8f87080   2962545552     50       0       OK
sncTmsWatchdog_1    0x8f9d2e0   2961488784     50       0       OK
sncTmsWatchdog_2    0x8f9d5d8   2960960400     50       0       OK
sncTmsWatchdog_3    0x8fa6c30   2960432016     50       0       OK
       CAS-event    0x819d308   2959379344     23       0       OK
      CAS-client    0x819d980   2959113104     24       0       OK
       CAC-event    0x819fa30   2958584720     21       0       OK
       CAS-event    0x819afd0   2958318480     19       0       OK
      CAS-client    0x81a1ea0   2958052240     20       0       OK
       CAS-event    0x81a03d0   2957523856     19       0       OK
      CAS-client    0x819f3a0   2957257616     20       0       OK
    CAC-TCP-recv    0x8197710   2971761552     49       0       OK
    CAC-TCP-send    0x818ba48   2962811792     51       0       OK
    CAC-TCP-recv    0x8e887d8   2963340176     49       0       OK
    CAC-TCP-send    0x8143598   2971155344     51       0       OK
       CAS-event    0x819ceb0   2956729232     23       0       OK
      CAS-client    0x81486c0   2956462992     24       0       OK
       CAS-event    0x8195f60   2955934608     19       0       OK
      CAS-client    0x819ae50   2955668368     20       0       OK
       CAS-event    0x819b4a0   2955139984     19       0       OK
      CAS-client    0x8197f30   2954873744     20       0       OK
